game_date,game_id,period,number_original,clock,player1,player2,known_defender,locX,locY,possession,defender_name,slug_team,slug_opp,minutes_remaining,seconds_remaining,event_type,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,shot_attempted_flag,shot_made_flag,shot_type,defense_category
2024-11-18,22400251,3,445,03:20,Nicolas Batum,NA,NA,234,57,1,Buddy Hield,GSW,LAC,3,20,Missed Shot,Step Back Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,445,03:20,Nicolas Batum,NA,NA,234,57,1,Gary Payton II,GSW,LAC,3,20,Missed Shot,Step Back Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,445,03:20,Nicolas Batum,NA,NA,234,57,1,Jonathan Kuminga,GSW,LAC,3,20,Missed Shot,Step Back Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,445,03:20,Nicolas Batum,NA,NA,234,57,1,Kyle Anderson,GSW,LAC,3,20,Missed Shot,Step Back Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,447,03:10,Jonathan Kuminga,NA,NA,-42,21,1,Amir Coffey,LAC,GSW,3,10,Missed Shot,Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,447,03:10,Jonathan Kuminga,NA,NA,-42,21,1,James Harden,LAC,GSW,3,10,Missed Shot,Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,447,03:10,Jonathan Kuminga,NA,NA,-42,21,1,Kevin Porter Jr.,LAC,GSW,3,10,Missed Shot,Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,447,03:10,Jonathan Kuminga,NA,NA,-42,21,1,Mo Bamba,LAC,GSW,3,10,Missed Shot,Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,447,03:10,Jonathan Kuminga,NA,NA,-42,21,1,Nicolas Batum,LAC,GSW,3,10,Missed Shot,Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,452,02:48,Jonathan Kuminga,Gary Payton II,NA,-163,208,1,Amir Coffey,LAC,GSW,2,48,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,452,02:48,Jonathan Kuminga,Gary Payton II,NA,-163,208,1,James Harden,LAC,GSW,2,48,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,452,02:48,Jonathan Kuminga,Gary Payton II,NA,-163,208,1,Kevin Porter Jr.,LAC,GSW,2,48,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,452,02:48,Jonathan Kuminga,Gary Payton II,NA,-163,208,1,Mo Bamba,LAC,GSW,2,48,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,452,02:48,Jonathan Kuminga,Gary Payton II,NA,-163,208,1,Nicolas Batum,LAC,GSW,2,48,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,454,02:30,James Harden,NA,NA,-17,9,1,Brandin Podziemski,GSW,LAC,2,30,Missed Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,454,02:30,James Harden,NA,NA,-17,9,1,Buddy Hield,GSW,LAC,2,30,Missed Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,454,02:30,James Harden,NA,NA,-17,9,1,Gary Payton II,GSW,LAC,2,30,Missed Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,454,02:30,James Harden,NA,NA,-17,9,1,Jonathan Kuminga,GSW,LAC,2,30,Missed Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,454,02:30,James Harden,NA,NA,-17,9,1,Kyle Anderson,GSW,LAC,2,30,Missed Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,459,01:56,Kevin Porter Jr.,Terance Mann,NA,20,105,1,Brandin Podziemski,GSW,LAC,1,56,Made Shot,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,1,2pt,10-15 Ft
2024-11-18,22400251,3,459,01:56,Kevin Porter Jr.,Terance Mann,NA,20,105,1,Buddy Hield,GSW,LAC,1,56,Made Shot,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,1,2pt,10-15 Ft
2024-11-18,22400251,3,459,01:56,Kevin Porter Jr.,Terance Mann,NA,20,105,1,Gary Payton II,GSW,LAC,1,56,Made Shot,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,1,2pt,10-15 Ft
2024-11-18,22400251,3,459,01:56,Kevin Porter Jr.,Terance Mann,NA,20,105,1,Jonathan Kuminga,GSW,LAC,1,56,Made Shot,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,1,2pt,10-15 Ft
2024-11-18,22400251,3,459,01:56,Kevin Porter Jr.,Terance Mann,NA,20,105,1,Kyle Anderson,GSW,LAC,1,56,Made Shot,Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,1,2pt,10-15 Ft
2024-11-18,22400251,3,461,01:43,Buddy Hield,Jonathan Kuminga,NA,-92,248,1,Amir Coffey,LAC,GSW,1,43,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,461,01:43,Buddy Hield,Jonathan Kuminga,NA,-92,248,1,James Harden,LAC,GSW,1,43,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,461,01:43,Buddy Hield,Jonathan Kuminga,NA,-92,248,1,Kevin Porter Jr.,LAC,GSW,1,43,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,461,01:43,Buddy Hield,Jonathan Kuminga,NA,-92,248,1,Nicolas Batum,LAC,GSW,1,43,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,461,01:43,Buddy Hield,Jonathan Kuminga,NA,-92,248,1,Terance Mann,LAC,GSW,1,43,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,26,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,463,01:16,James Harden,NA,NA,-70,236,1,Brandin Podziemski,GSW,LAC,1,16,Missed Shot,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,463,01:16,James Harden,NA,NA,-70,236,1,Buddy Hield,GSW,LAC,1,16,Missed Shot,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,463,01:16,James Harden,NA,NA,-70,236,1,Gary Payton II,GSW,LAC,1,16,Missed Shot,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,463,01:16,James Harden,NA,NA,-70,236,1,Jonathan Kuminga,GSW,LAC,1,16,Missed Shot,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,463,01:16,James Harden,NA,NA,-70,236,1,Kyle Anderson,GSW,LAC,1,16,Missed Shot,Step Back Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,466,00:59.0,Jonathan Kuminga,NA,Kevin Porter Jr.,-18,74,1,Amir Coffey,LAC,GSW,0,59,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,3,466,00:59.0,Jonathan Kuminga,NA,Kevin Porter Jr.,-18,74,1,James Harden,LAC,GSW,0,59,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,3,466,00:59.0,Jonathan Kuminga,NA,Kevin Porter Jr.,-18,74,1,Kevin Porter Jr.,LAC,GSW,0,59,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,3,466,00:59.0,Jonathan Kuminga,NA,Kevin Porter Jr.,-18,74,1,Nicolas Batum,LAC,GSW,0,59,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,3,466,00:59.0,Jonathan Kuminga,NA,Kevin Porter Jr.,-18,74,1,Terance Mann,LAC,GSW,0,59,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,3,469,00:41.9,Nicolas Batum,NA,NA,-26,5,1,Brandin Podziemski,GSW,LAC,0,41,Missed Shot,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,469,00:41.9,Nicolas Batum,NA,NA,-26,5,1,Buddy Hield,GSW,LAC,0,41,Missed Shot,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,469,00:41.9,Nicolas Batum,NA,NA,-26,5,1,Gary Payton II,GSW,LAC,0,41,Missed Shot,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,469,00:41.9,Nicolas Batum,NA,NA,-26,5,1,Jonathan Kuminga,GSW,LAC,0,41,Missed Shot,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,469,00:41.9,Nicolas Batum,NA,NA,-26,5,1,Kyle Anderson,GSW,LAC,0,41,Missed Shot,Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,3,471,00:26.0,Jonathan Kuminga,NA,NA,158,198,0,Amir Coffey,LAC,GSW,0,26,Missed Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,471,00:26.0,Jonathan Kuminga,NA,NA,158,198,0,James Harden,LAC,GSW,0,26,Missed Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,471,00:26.0,Jonathan Kuminga,NA,NA,158,198,0,Kevin Porter Jr.,LAC,GSW,0,26,Missed Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,471,00:26.0,Jonathan Kuminga,NA,NA,158,198,0,Nicolas Batum,LAC,GSW,0,26,Missed Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,471,00:26.0,Jonathan Kuminga,NA,NA,158,198,0,Terance Mann,LAC,GSW,0,26,Missed Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,473,00:09.7,Kyle Anderson,NA,NA,-98,131,1,Amir Coffey,LAC,GSW,0,9,Missed Shot,Turnaround Fadeaway shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,1,0,2pt,Greater Than 15 Ft
2024-11-18,22400251,3,473,00:09.7,Kyle Anderson,NA,NA,-98,131,1,James Harden,LAC,GSW,0,9,Missed Shot,Turnaround Fadeaway shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,1,0,2pt,Greater Than 15 Ft
2024-11-18,22400251,3,473,00:09.7,Kyle Anderson,NA,NA,-98,131,1,Kevin Porter Jr.,LAC,GSW,0,9,Missed Shot,Turnaround Fadeaway shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,1,0,2pt,Greater Than 15 Ft
2024-11-18,22400251,3,473,00:09.7,Kyle Anderson,NA,NA,-98,131,1,Nicolas Batum,LAC,GSW,0,9,Missed Shot,Turnaround Fadeaway shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,1,0,2pt,Greater Than 15 Ft
2024-11-18,22400251,3,473,00:09.7,Kyle Anderson,NA,NA,-98,131,1,Terance Mann,LAC,GSW,0,9,Missed Shot,Turnaround Fadeaway shot,Mid-Range,Left Side Center(LC),16-24 ft.,16,1,0,2pt,Greater Than 15 Ft
2024-11-18,22400251,3,482,00:00.3,Brandin Podziemski,NA,NA,-212,719,1,Amir Coffey,LAC,GSW,0,0,Missed Shot,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,74,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,482,00:00.3,Brandin Podziemski,NA,NA,-212,719,1,James Harden,LAC,GSW,0,0,Missed Shot,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,74,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,482,00:00.3,Brandin Podziemski,NA,NA,-212,719,1,Kevin Porter Jr.,LAC,GSW,0,0,Missed Shot,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,74,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,482,00:00.3,Brandin Podziemski,NA,NA,-212,719,1,Nicolas Batum,LAC,GSW,0,0,Missed Shot,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,74,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,3,482,00:00.3,Brandin Podziemski,NA,NA,-212,719,1,Terance Mann,LAC,GSW,0,0,Missed Shot,Jump Shot,Backcourt,Back Court(BC),Back Court Shot,74,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,493,11:41,Terance Mann,Kevin Porter Jr.,NA,10,7,1,Brandin Podziemski,GSW,LAC,11,41,Made Shot,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,493,11:41,Terance Mann,Kevin Porter Jr.,NA,10,7,1,Buddy Hield,GSW,LAC,11,41,Made Shot,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,493,11:41,Terance Mann,Kevin Porter Jr.,NA,10,7,1,Jonathan Kuminga,GSW,LAC,11,41,Made Shot,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,493,11:41,Terance Mann,Kevin Porter Jr.,NA,10,7,1,Kyle Anderson,GSW,LAC,11,41,Made Shot,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,493,11:41,Terance Mann,Kevin Porter Jr.,NA,10,7,1,Moses Moody,GSW,LAC,11,41,Made Shot,Driving Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,495,11:21,Moses Moody,NA,NA,-237,21,1,Amir Coffey,LAC,GSW,11,21,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,495,11:21,Moses Moody,NA,NA,-237,21,1,Ivica Zubac,LAC,GSW,11,21,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,495,11:21,Moses Moody,NA,NA,-237,21,1,Kevin Porter Jr.,LAC,GSW,11,21,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,495,11:21,Moses Moody,NA,NA,-237,21,1,Nicolas Batum,LAC,GSW,11,21,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,495,11:21,Moses Moody,NA,NA,-237,21,1,Terance Mann,LAC,GSW,11,21,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,506,10:34,Kevin Porter Jr.,NA,NA,47,122,1,Brandin Podziemski,GSW,LAC,10,34,Missed Shot,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,506,10:34,Kevin Porter Jr.,NA,NA,47,122,1,Buddy Hield,GSW,LAC,10,34,Missed Shot,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,506,10:34,Kevin Porter Jr.,NA,NA,47,122,1,Jonathan Kuminga,GSW,LAC,10,34,Missed Shot,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,506,10:34,Kevin Porter Jr.,NA,NA,47,122,1,Kyle Anderson,GSW,LAC,10,34,Missed Shot,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,506,10:34,Kevin Porter Jr.,NA,NA,47,122,1,Moses Moody,GSW,LAC,10,34,Missed Shot,Fadeaway Jump Shot,In The Paint (Non-RA),Center(C),8-16 ft.,12,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,508,10:20,Jonathan Kuminga,NA,NA,1,101,0,Amir Coffey,LAC,GSW,10,20,Missed Shot,Turnaround Fadeaway shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,508,10:20,Jonathan Kuminga,NA,NA,1,101,0,Ivica Zubac,LAC,GSW,10,20,Missed Shot,Turnaround Fadeaway shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,508,10:20,Jonathan Kuminga,NA,NA,1,101,0,Kevin Porter Jr.,LAC,GSW,10,20,Missed Shot,Turnaround Fadeaway shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,508,10:20,Jonathan Kuminga,NA,NA,1,101,0,Nicolas Batum,LAC,GSW,10,20,Missed Shot,Turnaround Fadeaway shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,508,10:20,Jonathan Kuminga,NA,NA,1,101,0,Terance Mann,LAC,GSW,10,20,Missed Shot,Turnaround Fadeaway shot,In The Paint (Non-RA),Center(C),8-16 ft.,10,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,510,10:15,Brandin Podziemski,NA,NA,0,0,1,Amir Coffey,LAC,GSW,10,15,Missed Shot,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,510,10:15,Brandin Podziemski,NA,NA,0,0,1,Ivica Zubac,LAC,GSW,10,15,Missed Shot,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,510,10:15,Brandin Podziemski,NA,NA,0,0,1,Kevin Porter Jr.,LAC,GSW,10,15,Missed Shot,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,510,10:15,Brandin Podziemski,NA,NA,0,0,1,Nicolas Batum,LAC,GSW,10,15,Missed Shot,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,510,10:15,Brandin Podziemski,NA,NA,0,0,1,Terance Mann,LAC,GSW,10,15,Missed Shot,Tip Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,0,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,512,10:11,Terance Mann,NA,NA,20,8,1,Brandin Podziemski,GSW,LAC,10,11,Missed Shot,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,512,10:11,Terance Mann,NA,NA,20,8,1,Buddy Hield,GSW,LAC,10,11,Missed Shot,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,512,10:11,Terance Mann,NA,NA,20,8,1,Jonathan Kuminga,GSW,LAC,10,11,Missed Shot,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,512,10:11,Terance Mann,NA,NA,20,8,1,Kyle Anderson,GSW,LAC,10,11,Missed Shot,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,512,10:11,Terance Mann,NA,NA,20,8,1,Moses Moody,GSW,LAC,10,11,Missed Shot,Running Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,515,09:53,Brandin Podziemski,NA,Kevin Porter Jr.,20,8,1,Amir Coffey,LAC,GSW,9,53,Missed Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,515,09:53,Brandin Podziemski,NA,Kevin Porter Jr.,20,8,1,Ivica Zubac,LAC,GSW,9,53,Missed Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,515,09:53,Brandin Podziemski,NA,Kevin Porter Jr.,20,8,1,Kevin Porter Jr.,LAC,GSW,9,53,Missed Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,515,09:53,Brandin Podziemski,NA,Kevin Porter Jr.,20,8,1,Nicolas Batum,LAC,GSW,9,53,Missed Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,515,09:53,Brandin Podziemski,NA,Kevin Porter Jr.,20,8,1,Terance Mann,LAC,GSW,9,53,Missed Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,518,09:47,Amir Coffey,NA,NA,162,198,1,Brandin Podziemski,GSW,LAC,9,47,Missed Shot,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,518,09:47,Amir Coffey,NA,NA,162,198,1,Buddy Hield,GSW,LAC,9,47,Missed Shot,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,518,09:47,Amir Coffey,NA,NA,162,198,1,Jonathan Kuminga,GSW,LAC,9,47,Missed Shot,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,518,09:47,Amir Coffey,NA,NA,162,198,1,Kyle Anderson,GSW,LAC,9,47,Missed Shot,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,518,09:47,Amir Coffey,NA,NA,162,198,1,Moses Moody,GSW,LAC,9,47,Missed Shot,Running Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,520,09:36,Jonathan Kuminga,NA,NA,-33,21,1,Amir Coffey,LAC,GSW,9,36,Made Shot,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,520,09:36,Jonathan Kuminga,NA,NA,-33,21,1,Ivica Zubac,LAC,GSW,9,36,Made Shot,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,520,09:36,Jonathan Kuminga,NA,NA,-33,21,1,Kevin Porter Jr.,LAC,GSW,9,36,Made Shot,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,520,09:36,Jonathan Kuminga,NA,NA,-33,21,1,Nicolas Batum,LAC,GSW,9,36,Made Shot,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,520,09:36,Jonathan Kuminga,NA,NA,-33,21,1,Terance Mann,LAC,GSW,9,36,Made Shot,Driving Reverse Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,3,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,525,09:09,Jonathan Kuminga,Kyle Anderson,NA,22,19,1,Amir Coffey,LAC,GSW,9,9,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,525,09:09,Jonathan Kuminga,Kyle Anderson,NA,22,19,1,Ivica Zubac,LAC,GSW,9,9,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,525,09:09,Jonathan Kuminga,Kyle Anderson,NA,22,19,1,Kevin Porter Jr.,LAC,GSW,9,9,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,525,09:09,Jonathan Kuminga,Kyle Anderson,NA,22,19,1,Nicolas Batum,LAC,GSW,9,9,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,525,09:09,Jonathan Kuminga,Kyle Anderson,NA,22,19,1,Terance Mann,LAC,GSW,9,9,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,527,08:54,Amir Coffey,Terance Mann,NA,40,244,1,Brandin Podziemski,GSW,LAC,8,54,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
