game_date,game_id,period,number_original,clock,player1,player2,known_defender,locX,locY,possession,defender_name,slug_team,slug_opp,minutes_remaining,seconds_remaining,event_type,action_type,shot_zone_basic,shot_zone_area,shot_zone_range,shot_distance,shot_attempted_flag,shot_made_flag,shot_type,defense_category
2024-11-18,22400251,4,527,08:54,Amir Coffey,Terance Mann,NA,40,244,1,Buddy Hield,GSW,LAC,8,54,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,527,08:54,Amir Coffey,Terance Mann,NA,40,244,1,Jonathan Kuminga,GSW,LAC,8,54,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,527,08:54,Amir Coffey,Terance Mann,NA,40,244,1,Kyle Anderson,GSW,LAC,8,54,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,527,08:54,Amir Coffey,Terance Mann,NA,40,244,1,Moses Moody,GSW,LAC,8,54,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,529,08:44,Kyle Anderson,NA,NA,22,256,1,Amir Coffey,LAC,GSW,8,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,529,08:44,Kyle Anderson,NA,NA,22,256,1,Ivica Zubac,LAC,GSW,8,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,529,08:44,Kyle Anderson,NA,NA,22,256,1,Kevin Porter Jr.,LAC,GSW,8,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,529,08:44,Kyle Anderson,NA,NA,22,256,1,Nicolas Batum,LAC,GSW,8,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,529,08:44,Kyle Anderson,NA,NA,22,256,1,Terance Mann,LAC,GSW,8,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,531,08:32,Kevin Porter Jr.,Terance Mann,NA,-15,7,1,Brandin Podziemski,GSW,LAC,8,32,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,531,08:32,Kevin Porter Jr.,Terance Mann,NA,-15,7,1,Buddy Hield,GSW,LAC,8,32,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,531,08:32,Kevin Porter Jr.,Terance Mann,NA,-15,7,1,Jonathan Kuminga,GSW,LAC,8,32,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,531,08:32,Kevin Porter Jr.,Terance Mann,NA,-15,7,1,Kyle Anderson,GSW,LAC,8,32,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,531,08:32,Kevin Porter Jr.,Terance Mann,NA,-15,7,1,Moses Moody,GSW,LAC,8,32,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,547,08:19,Andrew Wiggins,Draymond Green,NA,18,15,1,Amir Coffey,LAC,GSW,8,19,Made Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,547,08:19,Andrew Wiggins,Draymond Green,NA,18,15,1,Ivica Zubac,LAC,GSW,8,19,Made Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,547,08:19,Andrew Wiggins,Draymond Green,NA,18,15,1,James Harden,LAC,GSW,8,19,Made Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,547,08:19,Andrew Wiggins,Draymond Green,NA,18,15,1,Nicolas Batum,LAC,GSW,8,19,Made Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,547,08:19,Andrew Wiggins,Draymond Green,NA,18,15,1,Terance Mann,LAC,GSW,8,19,Made Shot,Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,549,07:56,Terance Mann,NA,NA,235,71,1,Andrew Wiggins,GSW,LAC,7,56,Missed Shot,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,549,07:56,Terance Mann,NA,NA,235,71,1,Buddy Hield,GSW,LAC,7,56,Missed Shot,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,549,07:56,Terance Mann,NA,NA,235,71,1,Draymond Green,GSW,LAC,7,56,Missed Shot,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,549,07:56,Terance Mann,NA,NA,235,71,1,Moses Moody,GSW,LAC,7,56,Missed Shot,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,549,07:56,Terance Mann,NA,NA,235,71,1,Stephen Curry,GSW,LAC,7,56,Missed Shot,Pullup Jump shot,Right Corner 3,Right Side(R),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,551,07:42,Stephen Curry,Draymond Green,NA,-18,22,1,Amir Coffey,LAC,GSW,7,42,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,551,07:42,Stephen Curry,Draymond Green,NA,-18,22,1,Ivica Zubac,LAC,GSW,7,42,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,551,07:42,Stephen Curry,Draymond Green,NA,-18,22,1,James Harden,LAC,GSW,7,42,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,551,07:42,Stephen Curry,Draymond Green,NA,-18,22,1,Nicolas Batum,LAC,GSW,7,42,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,551,07:42,Stephen Curry,Draymond Green,NA,-18,22,1,Terance Mann,LAC,GSW,7,42,Made Shot,Cutting Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,553,07:17,Terance Mann,James Harden,NA,237,24,1,Andrew Wiggins,GSW,LAC,7,17,Made Shot,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,553,07:17,Terance Mann,James Harden,NA,237,24,1,Buddy Hield,GSW,LAC,7,17,Made Shot,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,553,07:17,Terance Mann,James Harden,NA,237,24,1,Draymond Green,GSW,LAC,7,17,Made Shot,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,553,07:17,Terance Mann,James Harden,NA,237,24,1,Moses Moody,GSW,LAC,7,17,Made Shot,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,553,07:17,Terance Mann,James Harden,NA,237,24,1,Stephen Curry,GSW,LAC,7,17,Made Shot,Jump Shot,Right Corner 3,Right Side(R),24+ ft.,23,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,555,07:04,Draymond Green,NA,NA,9,12,1,Amir Coffey,LAC,GSW,7,4,Missed Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,555,07:04,Draymond Green,NA,NA,9,12,1,Ivica Zubac,LAC,GSW,7,4,Missed Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,555,07:04,Draymond Green,NA,NA,9,12,1,James Harden,LAC,GSW,7,4,Missed Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,555,07:04,Draymond Green,NA,NA,9,12,1,Nicolas Batum,LAC,GSW,7,4,Missed Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,555,07:04,Draymond Green,NA,NA,9,12,1,Terance Mann,LAC,GSW,7,4,Missed Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,0,2pt,Less Than 6 Ft
2024-11-18,22400251,4,557,06:55,Amir Coffey,NA,NA,-228,31,1,Andrew Wiggins,GSW,LAC,6,55,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,557,06:55,Amir Coffey,NA,NA,-228,31,1,Buddy Hield,GSW,LAC,6,55,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,557,06:55,Amir Coffey,NA,NA,-228,31,1,Draymond Green,GSW,LAC,6,55,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,557,06:55,Amir Coffey,NA,NA,-228,31,1,Moses Moody,GSW,LAC,6,55,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,557,06:55,Amir Coffey,NA,NA,-228,31,1,Stephen Curry,GSW,LAC,6,55,Missed Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,23,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,573,06:20,Lindy Waters III,Stephen Curry,NA,-239,41,1,Amir Coffey,LAC,GSW,6,20,Made Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,573,06:20,Lindy Waters III,Stephen Curry,NA,-239,41,1,Ivica Zubac,LAC,GSW,6,20,Made Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,573,06:20,Lindy Waters III,Stephen Curry,NA,-239,41,1,James Harden,LAC,GSW,6,20,Made Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,573,06:20,Lindy Waters III,Stephen Curry,NA,-239,41,1,Norman Powell,LAC,GSW,6,20,Made Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,573,06:20,Lindy Waters III,Stephen Curry,NA,-239,41,1,Terance Mann,LAC,GSW,6,20,Made Shot,Jump Shot,Left Corner 3,Left Side(L),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,575,06:03,Norman Powell,Terance Mann,NA,-80,236,1,Andrew Wiggins,GSW,LAC,6,3,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,575,06:03,Norman Powell,Terance Mann,NA,-80,236,1,Draymond Green,GSW,LAC,6,3,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,575,06:03,Norman Powell,Terance Mann,NA,-80,236,1,Lindy Waters III,GSW,LAC,6,3,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,575,06:03,Norman Powell,Terance Mann,NA,-80,236,1,Moses Moody,GSW,LAC,6,3,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,575,06:03,Norman Powell,Terance Mann,NA,-80,236,1,Stephen Curry,GSW,LAC,6,3,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,578,05:43,Stephen Curry,NA,NA,61,300,1,Amir Coffey,LAC,GSW,5,43,Made Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,30,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,578,05:43,Stephen Curry,NA,NA,61,300,1,Ivica Zubac,LAC,GSW,5,43,Made Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,30,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,578,05:43,Stephen Curry,NA,NA,61,300,1,James Harden,LAC,GSW,5,43,Made Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,30,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,578,05:43,Stephen Curry,NA,NA,61,300,1,Norman Powell,LAC,GSW,5,43,Made Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,30,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,578,05:43,Stephen Curry,NA,NA,61,300,1,Terance Mann,LAC,GSW,5,43,Made Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,30,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,583,05:17,Stephen Curry,NA,NA,-21,19,1,Amir Coffey,LAC,GSW,5,17,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,583,05:17,Stephen Curry,NA,NA,-21,19,1,Ivica Zubac,LAC,GSW,5,17,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,583,05:17,Stephen Curry,NA,NA,-21,19,1,James Harden,LAC,GSW,5,17,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,583,05:17,Stephen Curry,NA,NA,-21,19,1,Norman Powell,LAC,GSW,5,17,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,583,05:17,Stephen Curry,NA,NA,-21,19,1,Terance Mann,LAC,GSW,5,17,Made Shot,Driving Layup Shot,Restricted Area,Center(C),Less Than 8 ft.,2,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,584,04:59,Norman Powell,James Harden,NA,-89,239,1,Andrew Wiggins,GSW,LAC,4,59,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,584,04:59,Norman Powell,James Harden,NA,-89,239,1,Draymond Green,GSW,LAC,4,59,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,584,04:59,Norman Powell,James Harden,NA,-89,239,1,Lindy Waters III,GSW,LAC,4,59,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,584,04:59,Norman Powell,James Harden,NA,-89,239,1,Moses Moody,GSW,LAC,4,59,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,584,04:59,Norman Powell,James Harden,NA,-89,239,1,Stephen Curry,GSW,LAC,4,59,Made Shot,Jump Shot,Above the Break 3,Left Side Center(LC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,586,04:44,Stephen Curry,NA,NA,76,255,1,Amir Coffey,LAC,GSW,4,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,586,04:44,Stephen Curry,NA,NA,76,255,1,Ivica Zubac,LAC,GSW,4,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,586,04:44,Stephen Curry,NA,NA,76,255,1,James Harden,LAC,GSW,4,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,586,04:44,Stephen Curry,NA,NA,76,255,1,Norman Powell,LAC,GSW,4,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,586,04:44,Stephen Curry,NA,NA,76,255,1,Terance Mann,LAC,GSW,4,44,Missed Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,26,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,591,04:21,Norman Powell,NA,NA,115,3,1,Andrew Wiggins,GSW,LAC,4,21,Missed Shot,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,591,04:21,Norman Powell,NA,NA,115,3,1,Buddy Hield,GSW,LAC,4,21,Missed Shot,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,591,04:21,Norman Powell,NA,NA,115,3,1,Draymond Green,GSW,LAC,4,21,Missed Shot,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,591,04:21,Norman Powell,NA,NA,115,3,1,Lindy Waters III,GSW,LAC,4,21,Missed Shot,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,591,04:21,Norman Powell,NA,NA,115,3,1,Stephen Curry,GSW,LAC,4,21,Missed Shot,Fadeaway Jump Shot,Mid-Range,Right Side(R),8-16 ft.,11,1,0,2pt,10-15 Ft
2024-11-18,22400251,4,595,04:06,Amir Coffey,James Harden,NA,0,14,1,Andrew Wiggins,GSW,LAC,4,6,Made Shot,Running Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,595,04:06,Amir Coffey,James Harden,NA,0,14,1,Buddy Hield,GSW,LAC,4,6,Made Shot,Running Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,595,04:06,Amir Coffey,James Harden,NA,0,14,1,Draymond Green,GSW,LAC,4,6,Made Shot,Running Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,595,04:06,Amir Coffey,James Harden,NA,0,14,1,Lindy Waters III,GSW,LAC,4,6,Made Shot,Running Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,595,04:06,Amir Coffey,James Harden,NA,0,14,1,Stephen Curry,GSW,LAC,4,6,Made Shot,Running Dunk Shot,Restricted Area,Center(C),Less Than 8 ft.,1,1,1,2pt,Less Than 6 Ft
2024-11-18,22400251,4,600,03:26,Buddy Hield,NA,NA,94,241,0,Amir Coffey,LAC,GSW,3,26,Missed Shot,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,600,03:26,Buddy Hield,NA,NA,94,241,0,Ivica Zubac,LAC,GSW,3,26,Missed Shot,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,600,03:26,Buddy Hield,NA,NA,94,241,0,James Harden,LAC,GSW,3,26,Missed Shot,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,600,03:26,Buddy Hield,NA,NA,94,241,0,Norman Powell,LAC,GSW,3,26,Missed Shot,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,600,03:26,Buddy Hield,NA,NA,94,241,0,Terance Mann,LAC,GSW,3,26,Missed Shot,Pullup Jump shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,606,03:00,Ivica Zubac,NA,NA,-62,5,0,Andrew Wiggins,GSW,LAC,3,0,Missed Shot,Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,606,03:00,Ivica Zubac,NA,NA,-62,5,0,Buddy Hield,GSW,LAC,3,0,Missed Shot,Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,606,03:00,Ivica Zubac,NA,NA,-62,5,0,Draymond Green,GSW,LAC,3,0,Missed Shot,Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,606,03:00,Ivica Zubac,NA,NA,-62,5,0,Lindy Waters III,GSW,LAC,3,0,Missed Shot,Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,606,03:00,Ivica Zubac,NA,NA,-62,5,0,Stephen Curry,GSW,LAC,3,0,Missed Shot,Hook Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,610,02:30,Norman Powell,James Harden,NA,12,246,1,Andrew Wiggins,GSW,LAC,2,30,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,610,02:30,Norman Powell,James Harden,NA,12,246,1,Buddy Hield,GSW,LAC,2,30,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,610,02:30,Norman Powell,James Harden,NA,12,246,1,Draymond Green,GSW,LAC,2,30,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,610,02:30,Norman Powell,James Harden,NA,12,246,1,Lindy Waters III,GSW,LAC,2,30,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,610,02:30,Norman Powell,James Harden,NA,12,246,1,Stephen Curry,GSW,LAC,2,30,Made Shot,Jump Shot,Above the Break 3,Center(C),24+ ft.,24,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,615,02:19,Andrew Wiggins,NA,James Harden,-40,52,0,Amir Coffey,LAC,GSW,2,19,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,615,02:19,Andrew Wiggins,NA,James Harden,-40,52,0,Derrick Jones Jr.,LAC,GSW,2,19,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,615,02:19,Andrew Wiggins,NA,James Harden,-40,52,0,James Harden,LAC,GSW,2,19,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,615,02:19,Andrew Wiggins,NA,James Harden,-40,52,0,Norman Powell,LAC,GSW,2,19,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,615,02:19,Andrew Wiggins,NA,James Harden,-40,52,0,Terance Mann,LAC,GSW,2,19,Missed Shot,Driving Layup Shot,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,0,2pt,Less Than 10 Ft
2024-11-18,22400251,4,621,02:12,Andrew Wiggins,Stephen Curry,NA,206,145,1,Amir Coffey,LAC,GSW,2,12,Made Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,621,02:12,Andrew Wiggins,Stephen Curry,NA,206,145,1,Derrick Jones Jr.,LAC,GSW,2,12,Made Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,621,02:12,Andrew Wiggins,Stephen Curry,NA,206,145,1,James Harden,LAC,GSW,2,12,Made Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,621,02:12,Andrew Wiggins,Stephen Curry,NA,206,145,1,Norman Powell,LAC,GSW,2,12,Made Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,621,02:12,Andrew Wiggins,Stephen Curry,NA,206,145,1,Terance Mann,LAC,GSW,2,12,Made Shot,Jump Shot,Above the Break 3,Right Side Center(RC),24+ ft.,25,1,1,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,623,01:44,Terance Mann,NA,NA,-25,246,1,Andrew Wiggins,GSW,LAC,1,44,Missed Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,623,01:44,Terance Mann,NA,NA,-25,246,1,Buddy Hield,GSW,LAC,1,44,Missed Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,623,01:44,Terance Mann,NA,NA,-25,246,1,Draymond Green,GSW,LAC,1,44,Missed Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,623,01:44,Terance Mann,NA,NA,-25,246,1,Lindy Waters III,GSW,LAC,1,44,Missed Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
2024-11-18,22400251,4,623,01:44,Terance Mann,NA,NA,-25,246,1,Stephen Curry,GSW,LAC,1,44,Missed Shot,Pullup Jump shot,Above the Break 3,Center(C),24+ ft.,24,1,0,3pt,Greater Than 15 Ft
